,LEMMA,freq,FORM,POSTAG,DEPREL
4100603,bone,4,bone,S,mod
4100605,bone,4,bone,S,prep
4100606,bone,4,bone,S,obj
4100607,Bocco,4,,,
4100608,Bled,4,,,
4100609,Berici,4,Berici,SP,mod
4100610,Berici,4,Berici,SP,subj
4100611,Bani,4,Bani,SP,prep
4100612,Bani,4,Bani,SP,mod
4100613,Bahía,4,Bahía,SP,mod
4100615,Ayas,4,,,
4100616,Avella,4,,,
4100617,avant,4,avant,S,mod
4100618,avant,4,avant,S,prep
4100625,avant,4,avant,S,pred
4100627,avant,4,avant,S,subj
4100637,avant,4,avant,S,conj
4100644,Audra,4,Audra,SP,mod
4100658,Audra,4,audra,SP,mod
4100693,Audax,4,Audax,SP,obj
4100694,Atenco,4,Atenco,SP,prep
4100695,Atenco,4,Atenco,I,mod
4100711,Atenco,4,Atenco,SP,subj
4100716,Ashlee,4,Ashlee,SP,mod
4100717,Ashlee,4,ashlee,SP,mod
4100719,Arcos,4,Arcos,SP,prep
4100720,Arcole,4,,,
4100721,Arcola,4,,,
4100722,Arbus,4,Arbus,SP,subj
4100723,Annia,4,,,
4100724,Anic,4,Anic,SP,mod
4100725,Anic,4,Anic,SP,prep
4100726,Anic,4,ANIC,SP,conj
4100727,Anic,4,ANIC,SP,prep
4100732,Anbeta,4,Anbeta,SP,conj
4100733,alzo,4,alzi,S,obj
4100734,alzo,4,alzo,S,ROOT
4100735,alzo,4,alzi,S,mod
4100736,alzo,4,alzo,S,subj
4100741,alzo,4,alzo,S,prep
4100744,alzo,4,alzi,S,subj
4100745,alzo,4,alzo,S,obj
4100749,alzo,4,Alzo,S,ROOT
4100750,alzo,4,alzo,S,mod
4100752,alzo,4,alzo,S,conj
4100755,alzo,4,alzi,S,conj
4100756,alzo,4,Alzi,S,ROOT
4100765,alzo,4,Alzo,S,mod_temp
4100771,alzo,4,Alzo,S,mod
4100774,alzo,4,alzi,S,sub
4100779,alzo,4,alzi,S,prep
4100785,alzo,4,alzo,S,sub
4100786,alzo,4,alzi,S,ROOT
4100801,alzo,4,alzi,S,mod_rel
4100816,alzo,4,ALZI,S,ROOT
4100822,Aloisi,4,,,
4100823,Alcor,4,Alcor,SP,pred
4100824,Alcor,4,Alcor,SP,subj
4100825,Alcor,4,ALCOR,SP,mod
4100826,Aimé,4,,,
4100827,ACLU,4,,,
4100828,Zweig,3,Zweig,SP,prep
4100829,Zweig,3,Zweig,SP,subj
4100830,Xtreme,3,,,
4100831,Waves,3,Waves,SP,prep
4100832,Waves,3,Waves,SP,mod
4100833,Waves,3,Waves,SP,subj
4100834,wanted,3,wanted,S,mod
4100843,wanted,3,wanted,SW,ROOT
4100844,VERI,3,,,
4100845,Venit,3,,,
4100846,vegan,3,vegan,S,obj
4100847,vegan,3,vegan,S,conj
4100848,vegan,3,vegan,S,pred
4100850,vegan,3,vegan,S,prep
4100851,varice,3,,,
4100852,Vari,3,Vari,SP,prep
4100853,Vanini,3,Vanini,SP,mod
4100854,Utica,3,,,
4100855,Urge,3,,,
4100856,ubuntu,3,ubuntu,S,mod
4100857,ubuntu,3,ubuntu,S,pred
4100858,torvo,3,torvo,A,mod
4100859,torvo,3,torvo,A,prep
4100865,torno,3,torno,S,mod
4100868,torno,3,torno,S,subj
4100871,torno,3,torno,S,prep
4100874,torno,3,torno,S,conj
4100875,torno,3,torno,S,sub
4100880,torno,3,torno,S,ROOT
4100881,torno,3,torno,S,pred
4100888,torno,3,torno,S,mod_rel
4100899,torno,3,torno,S,obj
4100912,torno,3,TORNO,S,prep
4100913,torno,3,TORNO,S,mod
4100953,Tomáš,3,Tomáš,SP,mod
4100955,Tare,3,Tare,SP,mod
4100956,Tare,3,Tare,SP,conj
4100960,Tare,3,Tare,B,mod
4100984,Tare,3,Tare,V,mod
4101002,TANTI,3,,,
4101003,Storti,3,Storti,SP,mod
4101004,stimma,3,stimma,S,prep
4101006,Stari,3,,,
4101007,Stara,3,Stara,SP,mod
4101012,Stanga,3,,,
4101013,Spitz,3,,,
4101014,Skunk,3,,,
4101015,Silen,3,,,
4101016,SIFAR,3,SIFAR,S,prep
4101020,Shrine,3,Shrine,SP,ROOT
4101021,Shrine,3,Shrine,SP,prep
4101023,Shrine,3,Shrine,SP,subj
4101024,Shrine,3,Shrine,SP,mod
4101027,Shou,3,,,
4101028,Sham,3,,,
4101029,setoso,3,,,
4101030,SEED,3,,,
4101031,Scots,3,,,
4101032,Scorzè,3,Scorzè,SP,prep
4101033,says,3,says,S,conj
4101034,says,3,says,S,mod
4101035,says,3,says,S,ROOT
4101041,says,3,says,SW,mod
4101047,Sastre,3,Sastre,SP,mod
4101048,Salad,3,,,
4101049,Sadler,3,,,
4101050,Rolfe,3,,,
4101051,Riesi,3,Riesi,SP,prep
4101052,Pyotr,3,Pyotr,SP,mod
4101053,Porzia,3,Porzia,SP,mod
4101054,Pompa,3,Pompa,SP,subj
4101056,Pompa,3,Pompa,SP,prep
4101057,Pompa,3,Pompa,SP,obj
4101061,Pompa,3,Pompa,SP,mod
4101065,Pohl,3,,,
4101066,Pikmin,3,,,
4101067,Pieris,3,Pieris,SP,prep
4101070,Patent,3,Patent,SP,mod
4101071,Patent,3,Patent,SP,prep
4101072,Paparo,3,,,
4101073,PACS,3,PACS,S,prep
4101074,PACS,3,PACS,S,subj
4101077,PACS,3,PACS,SP,prep
4101078,Ortles,3,Ortles,SP,mod
4101081,omone,3,omone,S,prep
4101083,omone,3,omone,S,mod
4101087,omone,3,omone,S,subj
4101088,omone,3,omone,S,pred
4101089,oleum,3,,,
4101090,Ojetti,3,Ojetti,SP,conj
4101091,Ojetti,3,Ojetti,SP,mod
4101095,Ojetti,3,Ojetti,SP,prep
4101096,Nunes,3,,,
4101097,Negima,3,,,
4101098,Neck,3,,,
4101099,NaCl,3,NaCl,SP,mod
4101100,NaCl,3,NaCl,SP,conj
4101101,NaCl,3,NaCl,SP,prep
4101105,Motoi,3,,,
4101106,mixate,3,mixate,S,pred
4101107,mixate,3,mixate,V,pred
4101110,Mirra,3,,,
4101111,Michal,3,Michal,SP,mod
4101121,Mexica,3,,,
4101122,Merino,3,Merino,SP,mod
4101125,Merino,3,Merino,SP,conj
4101126,meas,3,,,
4101127,McEwen,3,McEwen,SP,mod
4101129,McEwen,3,McEwen,SP,ROOT
4101131,McEwen,3,McEwen,SP,subj
4101132,manuum,3,,,
4101133,Manoel,3,Manoel,SP,mod
4101134,Mame,3,,,
4101135,Lucchi,3,,,
4101136,Lubin,3,,,
4101137,Leiden,3,Leiden,SP,prep
4101140,koinè,3,Koinè,SW,mod
4101141,koinè,3,koinè,SW,prep
4101142,koinè,3,koinè,SW,conj
4101143,Kirin,3,Kirin,SP,obj
4101145,Kirin,3,Kirin,SP,disj
4101146,Kido,3,,,
4101147,Karoo,3,,,
4101148,jour,3,jour,S,subj
4101149,jour,3,jour,S,mod
4101150,jour,3,jour,S,conj
4101153,Jeune,3,,,
4101154,Jara,3,Jara,SP,conj
4101156,Jara,3,Jara,SP,subj
4101157,Iwama,3,,,
4101158,ileo,3,ileo,S,prep
4101159,Hyper,3,Hyper,SP,mod
4101164,Hyper,3,Hyper,SP,obj
4101168,Hollis,3,Hollis,SP,obj
4101169,Hmong,3,,,
4101170,Helmet,3,Helmet,SP,mod
4101172,Healey,3,Healey,SP,prep
4101173,Healey,3,Healey,SP,ROOT
4101174,Healey,3,Healey,SP,mod
4101175,Guys,3,Guys,SP,mod
4101176,Guénon,3,,,
4101177,Grim,3,,,
4101178,Gries,3,Gries,SP,prep
4101179,graffa,3,graffe,S,mod
4101184,graffa,3,graffe,S,prep
4101185,graffa,3,graffe,S,disj
4101187,graffa,3,graffa,S,mod
4101204,giuda,3,Giuda,S,obj
4101205,giuda,3,Giuda,S,prep
4101207,giuda,3,giuda,S,prep
4101208,giuda,3,giudi,S,prep
4101211,giuda,3,Giuda,S,mod
4101214,giuda,3,giuda,S,mod
4101215,giuda,3,Giuda,S,pred
4101222,giuda,3,giuda,S,subj_pass
4101225,giuda,3,Giuda,S,subj
4101233,giuda,3,Giuda,S,conj
4101238,giuda,3,Giuda,S,ROOT
4101243,giuda,3,giudi,S,subj
4101244,Ghazi,3,,,
4101245,Geno,3,Geno,SP,conj
4101246,Gaiole,3,Gaiole,SP,prep
4101247,Gaiole,3,Gaiole,SP,conj
4101248,FRAM,3,FRAM,SP,mod
4101249,FRAM,3,FRAM,SP,prep
4101260,fille,3,fille,EA,comp
4101262,fides,3,fides,SP,prep
4101263,fides,3,fides,S,mod
4101264,Ferrè,3,Ferrè,SP,prep
4101268,Ferrè,3,Ferrè,SP,mod
4101269,felix,3,,,
4101270,Famila,3,Famila,SP,mod
4101271,Famila,3,Famila,SP,prep
4101273,ethos,3,ethos,S,prep
4101274,ethos,3,ethos,S,conj
4101276,ethos,3,ethos,S,obj
4101277,Eterea,3,,,
4101278,esere,3,esere,VA,aux
4101279,esere,3,esere,V,conj
4101280,esere,3,esere,V,mod_rel
4101282,esere,3,esere,S,obj
4101283,esere,3,esere,V,arg
4101284,esere,3,esere,V,prep
4101286,esere,3,esere,S,subj
4101287,esere,3,esere,V,ROOT
4101288,esere,3,esere,V,sub
4101291,Eril,3,Eril,SP,prep
4101292,eine,3,eine,S,mod
4101294,eine,3,eine,S,conj
4101299,eine,3,eine,S,ROOT
4101314,eine,3,eine,S,subj
4101316,Eccoli,3,Eccoli,SP,ROOT
4101318,Ebola,3,Ebola,SP,ROOT
4101319,Ebola,3,Ebola,SP,prep
4101320,Ebola,3,Ebola,SP,subj
4101322,Dwarf,3,Dwarf,SP,mod
4101323,Dwarf,3,Dwarf,SP,subj
4101324,Durán,3,,,
4101325,duplex,3,,,
4101326,Dmitry,3,Dmitry,SP,mod
4101331,Divin,3,Divin,SP,mod
4101332,Dimmu,3,,,
4101333,D.III,3,,,
4101334,Debye,3,Debye,SP,prep
4101343,Dagoth,3,,,
4101344,CSOA,3,CSOA,S,prep
4101348,CSOA,3,CSOA,S,ROOT
4101351,CSOA,3,CSOA,S,mod
4101352,CSOA,3,CSOA,S,conj
4101353,CSOA,3,CSOA,S,subj
4101354,CSOA,3,CSOA,S,pred
4101362,Crunch,3,Crunch,SP,mod
4101363,Conde,3,Conde,SP,mod
4101364,coito,3,coito,S,conj
4101365,coito,3,coito,S,prep
4101366,coito,3,coiti,S,prep
4101368,coito,3,Coito,S,mod
4101369,coffee,3,,,
4101370,Clichy,3,Clichy,SP,conj
4101371,Clichy,3,Clichy,SP,mod
4101372,Clichy,3,Clichy,SP,prep
4101373,cisto,3,cisto,S,conj
4101374,Chips,3,Chips,SP,prep
4101375,Chips,3,Chips,SP,mod
4101378,Cerea,3,Cerea,SP,ROOT
4101379,Carpet,3,Carpet,SP,mod
4101382,Carpet,3,Carpet,SP,obj
4101385,Carpet,3,Carpet,SP,prep
4101386,Carpet,3,Carpet,SP,subj
4101390,Carmo,3,,,
4101391,Cardia,3,,,
4101392,Cameo,3,,,
4101393,Butti,3,Butti,SP,conj
4101394,Buran,3,Buran,SP,mod
4101398,Britny,3,,,
4101399,Bosi,3,Bosi,SP,mod
4101402,Borgir,3,,,
4101403,bois,3,bois,SW,mod
4101404,bois,3,bois,S,mod
4101405,Bodoni,3,Bodoni,SP,mod
4101406,Bebe,3,Bebe,SP,prep
4101407,Bebe,3,Bebe,SP,mod
4101408,Bana,3,,,
4101409,babele,3,Babele,S,prep
4101410,babele,3,babele,S,prep
4101420,babele,3,babele,S,subj
4101424,babele,3,babele,S,pred
4101430,babele,3,babele,S,mod
4101431,babele,3,Babele,S,ROOT
4101437,babele,3,Babele,S,obj
4101440,babele,3,Babele,S,pred
4101446,Azaria,3,,,
4101447,Ayumi,3,,,
4101448,Auror,3,Auror,SP,prep
4101450,Auror,3,Auror,SP,obj
4101451,Auror,3,Auror,SP,subj
4101472,Auror,3,Auror,SP,mod
4101485,Auror,3,Auror,SP,pred
4101487,Atesia,3,Atesia,SP,prep
4101488,Atesia,3,Atesia,SP,mod
4101491,Atesia,3,Atesia,S,prep
4101500,Arana,3,Arana,SP,mod
4101502,Arana,3,Arana,SP,prep
4101506,Arana,3,Arana,SP,conj
4101513,angels,3,,,
4101514,altri.,3,altri.,S,obj
4101516,altri.,3,altri.,S,prep
4101518,altri.,3,altri.,SA,ROOT
4101519,altri.,3,altri.,SA,prep
4101520,altri.,3,altri.,SA,conj
4101521,Allak,3,,,
4101522,Alita,3,,,
4101523,Aligi,3,,,
4101524,Aisha,3,Aisha,SP,mod
4101526,Achei,3,,,
4101527,Zeeman,3,,,
4101528,Welk,3,,,
4101529,wālī,3,,,
4101530,wait,3,wait,S,prep
4101542,wait,3,wait,S,subj
4101545,wait,3,wait,S,mod
4101546,VI-V,3,,,
4101547,Vernet,3,Vernet,SP,prep
4101548,vacare,3,vaca,V,conj
4101550,vacare,3,vaca,V,arg
4101551,vacare,3,vaca,V,mod_rel
4101552,vacare,3,vacate,V,mod
4101553,vacare,3,vachi,V,conj
4101554,vabbe,3,vabbe,S,mod
4101556,vabbe,3,vabbe,S,subj
4101560,vabbe,3,vabbe,V,conj
4101562,vabbe,3,vabbe,S,conj
4101563,vabbe,3,vabbe,V,ROOT
4101566,vabbe,3,vabbe,A,mod
4101567,vabbe,3,vabbe,S,ROOT
4101568,vabbe,3,vabbe,V,mod_rel
4101569,vabbe,3,vabbe,S,prep
4101570,vabbe,3,vabbe,V,arg
4101573,UNHCR,3,UNHCR,SP,mod
4101575,UNHCR,3,UNHCR,SP,subj
4101576,Tutor,3,Tutor,SP,subj
4101580,Tutor,3,Tutor,SP,prep
4101584,Tutor,3,Tutor,SP,mod
4101585,Tutor,3,Tutor,DI,mod
4101593,Tutor,3,Tutor,I,mod
4101604,Tutor,3,Tutor,SP,ROOT
4101605,Tutor,3,Tutor,SP,conj
4101607,Turri,3,,,
4101608,tight,3,tight,SW,mod
4101612,tight,3,tight,SW,concat
4101613,tight,3,tight,SW,obj
4101614,tight,3,tight,SW,prep
4101615,Terz',3,Terz',DI,mod
4101616,Teck,3,,,
4101617,tebana,3,,,
4101618,tarso,3,Tari,S,pred
4101619,tarso,3,Tari,S,conj
4101622,tapis,3,tapis,S,prep
4101623,tapis,3,tapis,S,mod
4101624,tapis,3,tapis,S,conj
4101628,tapis,3,tapis,S,subj
4101638,tanuki,3,,,
4101639,Takumi,3,,,
4101640,takes,3,takes,S,mod
4101642,takes,3,takes,SW,mod
4101643,takes,3,takes,SW,concat
4101651,takes,3,takes,S,concat
4101654,Taichi,3,,,
4101655,Sutter,3,Sutter,SP,mod
4101656,Stige,3,,,
4101657,Sosio,3,Sosio,SP,prep
4101661,Sosio,3,Sosio,SP,mod
4101665,Sintra,3,Sintra,SP,prep
4101667,Sintra,3,Sintra,SP,mod
4101677,Shel,3,,,
4101678,Saxa,3,Saxa,SP,mod
4101690,sang,3,sang,S,ROOT
4101691,sang,3,sang,S,mod
4101696,Salix,3,,,
4101697,Salato,3,,,
4101698,Salah,3,Salah,SP,prep
4101699,Salah,3,Salah,SP,mod
4101702,Rozzi,3,,,
4101703,Romney,3,Romney,SP,obj
4101704,Romney,3,Romney,SP,subj
4101706,Romney,3,Romney,SP,prep
4101709,Romney,3,Romney,SP,mod
4101711,Romney,3,Romney,SP,conj
4101715,Riggio,3,Riggio,SP,mod
4101717,Riggio,3,Riggio,SP,subj
4101719,Rhee,3,Rhee,SP,prep
4101721,Rhee,3,Rhee,SP,mod
4101723,Rhee,3,Rhee,SP,subj
4101724,Reset,3,Reset,SP,obj
4101725,Reset,3,Reset,SP,mod
4101732,Reset,3,Reset,SP,prep
4101736,Reset,3,Reset,SP,conj
4101737,Renate,3,Renate,SP,prep
4101739,REALTà,3,REALTà,SP,mod
4101740,REALTà,3,REALTà,SP,disj
4101741,Raina,3,,,
4101742,Ragion,3,Ragion,SP,mod
4101743,Ragion,3,Ragion,SP,subj
4101747,Ragion,3,Ragion,SP,ROOT
4101750,putsch,3,,,
4101751,prope,3,,,
4101752,Presse,3,Presse,SP,mod
4101754,Presse,3,Presse,SP,subj
4101756,Pinti,3,,,
4101757,Piede,3,Piede,SP,ROOT
4101758,Patata,3,Patata,SP,ROOT
4101759,Orfei,3,Orfei,SP,mod
4101760,Orfei,3,Orfei,SP,prep
4101765,Olmedo,3,,,
4101766,nomos,3,nomos,S,mod
4101767,noctis,3,noctis,S,mod
4101768,noctis,3,noctis,B,mod
4101769,Nembo,3,Nembo,SP,mod
4101770,Nembo,3,Nembo,SP,prep
4101772,Nabide,3,,,
4101773,Motogp,3,,,
4101774,Mobil,3,Mobil,SP,conj
4101775,Mobil,3,Mobil,SP,subj
4101776,Mobil,3,Mobil,SP,mod
4101778,Merida,3,Merida,SP,conj
4101779,Merida,3,Merida,SP,prep
4101781,Menna,3,Menna,SP,mod
4101782,Menna,3,Menna,SP,conj
4101783,Melee,3,,,
4101784,Maule,3,,,
4101785,LUISS,3,LUISS,SP,subj
4101786,LUISS,3,LUISS,SP,prep
4101790,LUISS,3,LUISS,S,prep
4101791,Lozada,3,Lozada,S,prep
4101792,Lozada,3,Lozada,SP,ROOT
4101793,Loos,3,Loos,SP,mod
4101794,lavata,3,lavata,S,obj
4101796,lavata,3,lavate,S,subj
4101797,lavata,3,lavata,S,mod
4101798,lavata,3,lavata,S,prep
4101802,lavata,3,lavate,S,conj
4101806,lavata,3,Lavate,S,subj
4101808,lavata,3,lavate,S,mod
4101816,lavata,3,lavata,S,subj
4101819,lavata,3,lavata,S,ROOT
4101821,lavata,3,lavate,S,mod_rel
4101823,Kaguya,3,Kaguya,SP,subj
4101824,Jorg,3,Jorg,SP,mod
4101825,Jorg,3,Jorg,SP,subj
4101827,Jorg,3,Jorg,I,mod
4101828,Jorg,3,Jorg,SP,pred
4101830,Jorg,3,Jorg,SP,prep
4101831,Jorg,3,Jorg,SP,conj
4101853,Jirga,3,Jirga,SP,mod
4101856,Jirga,3,Jirga,SP,ROOT
4101858,Jirga,3,Jirga,SP,prep
4101867,Jirga,3,Jirga,SP,subj
4101868,Jirga,3,Jirga,SP,obj
4101900,Jirga,3,Jirga,A,mod
4101927,jinn,3,,,
4101928,Janez,3,Janez,SP,mod
4101935,Ippia,3,Ippia,SP,mod
4101937,iosa,3,iosa,B,prep
4101948,iosa,3,iosa,B,mod
4101950,Innes,3,Innes,S,prep
4101951,Innes,3,Innes,SP,mod
4101953,Innes,3,Innes,S,concat
4101954,Innes,3,Innes,S,mod
4101960,Indira,3,Indira,SP,mod
4101961,Indira,3,Indira,SP,prep
4101963,Indira,3,Indira,SP,subj
4101968,impact,3,impact,S,mod
4101970,impact,3,impact,SW,mod
4101973,Idice,3,Idice,SP,mod
4101976,Idice,3,Idice,SP,prep
4101977,Guth,3,,,
4101978,Gromit,3,,,
4101979,Gowan,3,Gowan,SP,subj
4101985,Gowan,3,Gowan,SP,mod
4101988,Gowan,3,Gowan,SP,conj
4101996,Gowan,3,Gowan,SP,obj
4102045,Goomba,3,,,
4102046,Golda,3,Golda,SP,mod
4102051,Gessi,3,,,
4102052,Gehry,3,,,
4102053,Gehrig,3,Gehrig,SP,prep
4102054,Gallup,3,Gallup,SP,mod
4102055,Gallup,3,Gallup,SP,prep
4102056,Fuca,3,,,
4102057,Força,3,Força,SP,mod
4102061,Força,3,Força,SP,subj
4102069,focaia,3,focaia,A,mod
4102071,floor,3,floor,S,mod
4102075,floor,3,floor,S,ROOT
4102079,floor,3,floor,S,prep
4102080,Fitz,3,Fitz,SP,subj
4102081,Fitz,3,fitz,SP,conj
4102082,Fitz,3,Fitz,SP,mod
4102087,Fitz,3,Fitz,SP,prep
4102090,Fitz,3,Fitz,SP,concat
4102094,FIGLI,3,,,
4102095,Fichi,3,,,
4102096,fellow,3,,,
4102097,Facci,3,Facci,SP,subj
4102098,Facci,3,Facci,SP,conj
4102099,Eurico,3,,,
4102100,Enisej,3,Enisej,SP,conj
4102101,Emir,3,,,
4102102,Eilat,3,Eilat,SP,prep
4102105,Eilat,3,Eilat,SP,mod
4102108,Eilat,3,Eilat,SP,subj
4102114,Eilat,3,Eilat,SP,obj
4102121,Eilat,3,Eilat,SP,pred
4102125,east,3,,,
4102126,Diem,3,Diem,S,mod
4102127,Diem,3,Diem,SP,mod
4102128,DEFA,3,DEFA,V,mod_rel
4102129,DEFA,3,DEFA,SP,mod
4102130,DEFA,3,DEFA,SP,prep
4102133,DEFA,3,DEFA,SP,pred
4102134,DEFA,3,DEFA,SP,subj
4102141,DEFA,3,DEFA,V,ROOT
4102145,DEFA,3,DEFA,V,conj
4102148,DEFA,3,DEFA,V,prep
4102157,DEFA,3,DEFA,V,mod
4102177,Cuban,3,Cuban,SP,mod
4102179,Croda,3,,,
4102180,crawl,3,crawl,SW,mod
4102183,crawl,3,crawl,SW,subj
4102188,crawl,3,crawl,SW,concat
4102189,crawl,3,Crawl,SW,sub
4102190,crawl,3,Crawl,SW,mod
4102192,coeso,3,coeso,S,pred
4102193,coeso,3,coeso,S,conj
4102195,coeso,3,coeso,S,mod
4102197,coeso,3,coeso,S,obj
4102201,coeso,3,coeso,A,pred
4102202,coeso,3,coeso,A,conj
4102203,Cloe,3,Cloe,SP,subj
4102206,Cloe,3,Cloe,SP,mod
4102208,Clèves,3,Clèves,SP,prep
4102211,Cleto,3,,,
4102212,Cismon,3,,,
4102213,Cefis,3,,,
4102214,Carate,3,Carate,SP,conj
4102215,Bysshe,3,Bysshe,SP,mod
4102216,Bugsy,3,Bugsy,SP,prep
4102218,Bugsy,3,Bugsy,SP,mod
4102219,Bugsy,3,Bugsy,SP,subj_pass
4102220,Borja,3,Borja,SP,ROOT
4102221,Borja,3,Borja,SP,mod
4102223,Bolin,3,Bolin,SP,prep
4102224,Bohm,3,Bohm,SP,subj
4102225,Bohm,3,Bohm,SP,prep
4102226,Bohm,3,Bohm,SP,mod
4102231,Boetti,3,Boetti,SP,subj
4102232,blob,3,blob,S,prep
4102233,blob,3,blob,S,conj
4102236,bigio,3,bigio,A,mod
4102237,bigio,3,bigia,A,pred
4102241,Beech,3,Beech,SP,mod
4102249,Beech,3,Beech,SP,prep
4102261,Beech,3,Beech,SP,conj
4102273,Bayrou,3,Bayrou,SP,obj
4102274,Bayrou,3,Bayrou,SP,prep
4102277,Bayrou,3,Bayrou,SP,subj
4102279,Bayrou,3,Bayrou,SP,mod
4102282,Bayrou,3,Bayrou,SP,conj
4102285,Bayrou,3,Bayrou,SP,ROOT
4102296,Baita,3,,,
4102297,Bail,3,,,
4102298,Baikal,3,,,
4102299,Auster,3,Auster,SP,subj
4102300,Auster,3,Auster,SP,conj
4102301,Auster,3,Auster,SP,mod
4102305,Auster,3,Auster,SP,obj
4102310,Asino,3,,,
4102311,Asad,3,Asad,SP,prep
4102315,Asad,3,Asad,SP,conj
4102316,Asad,3,Asad,SP,subj
4102318,Arato,3,Arato,SP,subj
4102319,Arato,3,Arato,SP,mod
4102320,Ampex,3,,,
4102321,Alps,3,Alps,SP,mod
4102325,Alpone,3,,,
4102326,Agnew,3,,,
4102327,Zurlo,3,,,
4102328,Zdeněk,3,Zdeněk,SP,mod
4102329,Zakk,3,,,
4102330,Yusei,3,,,
4102331,Yazid,3,Yazid,SP,mod
4102332,Yazid,3,Yazid,SP,subj
4102333,Wolsey,3,Wolsey,SP,mod
4102344,Werke,3,Werke,SP,prep
4102345,Werke,3,Werke,SP,obj
4102346,Werke,3,Werke,SP,mod
4102347,Werke,3,Werke,SP,pred
4102348,Wein,3,Wein,SP,mod
4102349,Viseu,3,Viseu,SP,prep
4102350,Viali,3,Viali,SP,conj
4102351,Viali,3,Viali,SP,mod
4102379,Vaste,3,Vaste,DD,mod
4102380,Vadis,3,Vadis,SP,subj
4102381,Vadis,3,Vadis,SP,mod
4102382,Vadis,3,Vadis,SP,obj
4102383,Vadis,3,Vadis,SP,prep
4102396,Vadis,3,Vadis,SP,ROOT
4102407,Uria,3,,,
4102408,Unidad,3,Unidad,SP,mod
4102413,Turkey,3,Turkey,SP,mod
4102415,Turkey,3,Turkey,SP,ROOT
4102418,Turkey,3,Turkey,SP,prep
4102419,Tuff,3,,,
4102420,Tribal,3,Tribal,SP,mod
4102421,Tribal,3,Tribal,SP,prep
4102422,Tribal,3,Tribal,SP,obj
4102424,Tribal,3,Tribal,SP,subj
4102429,Tribal,3,Tribal,SP,ROOT
4102442,Toluca,3,Toluca,SP,prep
4102443,Tione,3,Tione,SP,prep
4102444,Tilt,3,Tilt,SP,mod
4102450,Tilt,3,Tilt,SP,obj
4102456,Tilt,3,Tilt,SP,ROOT
4102459,Tifo,3,,,
4102460,tepore,3,tepore,S,conj
4102461,tepore,3,tepore,S,prep
4102464,tepore,3,tepore,S,subj
4102467,tepore,3,tepore,S,obj
4102469,tepore,3,tepore,S,ROOT
4102470,tepore,3,tepore,S,mod
4102474,Takeo,3,Takeo,SP,mod
4102477,Tait,3,Tait,SP,mod
4102479,Tait,3,Tait,SP,conj
4102480,Sunna,3,Sunna,SP,subj
4102481,Spena,3,Spena,SP,mod
4102482,Spena,3,Spena,SP,prep
4102486,Spena,3,Spena,SP,conj
4102488,Spena,3,Spena,SP,subj
4102491,Spena,3,Spena,SP,obj
4102493,Sindar,3,,,
4102494,silo,3,silo,S,prep
4102495,silo,3,sili,S,prep
4102496,silo,3,sili,S,mod
4102499,signa,3,signa,S,mod
4102500,Shout,3,Shout,SP,mod
4102501,Shirō,3,,,
4102502,Sheng,3,,,
4102503,Seno,3,Seno,SP,ROOT
4102506,Scura,3,,,
4102507,Saona,3,,,
4102508,Sada,3,SADA,SP,subj
4102509,Sada,3,SADA,SP,mod
4102510,Sada,3,SADA,SP,ROOT
4102512,Sada,3,SADA,SP,prep
4102514,Sada,3,Sada,SP,prep
4102515,Rügen,3,,,
4102516,Rudinì,3,Rudinì,SP,prep
4102517,Rated,3,,,
4102518,Rasa,3,,,
4102519,ques',3,ques',DD,mod
4102527,ques',3,ques',EA,comp
4102528,Porti,3,Porti,SP,ROOT
4102529,Porti,3,Porti,SP,prep
4102532,Poldi,3,,,
4102533,Perot,3,Perot,SP,prep
4102534,peró,3,peró,S,subj
4102535,pallet,3,pallet,SW,prep
4102539,Oreca,3,Oreca,SP,subj
4102541,Ockham,3,,,
4102542,Notaio,3,Notaio,SP,subj
4102545,Notaio,3,Notaio,SP,prep
4102549,Notaio,3,Notaio,SP,ROOT
4102554,Notaio,3,Notaio,SP,mod
4102558,nolano,3,,,
4102559,niobio,3,niobio,S,mod
4102560,Natan,3,Natan,SP,mod
4102562,Natan,3,Natan,SP,subj
4102565,Nasdaq,3,Nasdaq,SP,prep
4102566,Nasdaq,3,Nasdaq,SP,mod
4102569,Nasdaq,3,Nasdaq,SP,subj
4102573,Nasdaq,3,Nasdaq,SP,obj
4102578,Nacho,3,Nacho,SP,mod
4102593,Nacho,3,Nacho,SP,conj
4102595,Mysore,3,,,
4102596,Motegi,3,Motegi,SP,prep
4102597,mors,3,mors,S,comp
4102598,mors,3,mors,S,conj
4102600,mors,3,mors,SW,mod
4102601,Moon.,3,Moon.,SP,ROOT
4102602,Moon.,3,Moon.,SA,concat
4102603,Moon.,3,Moon.,SP,conj
4102604,Montt,3,Montt,SP,conj
4102606,mike,3,,,
4102607,Mezzi,3,Mezzi,SP,mod
4102608,Mezzi,3,Mezzi,SP,prep
4102611,Mezzi,3,Mezzi,SP,ROOT
4102613,Menger,3,,,
4102614,Memel,3,,,
4102615,Melun,3,Melun,SP,mod
4102616,Melli,3,Melli,SP,prep
4102618,Medole,3,,,
4102619,Medie,3,Medie,SP,conj
4102620,max.,3,max.,SA,prep
4102623,max.,3,max.,SA,mod
4102624,max.,3,Max.,SA,mod
4102628,max.,3,max.,SA,sub
4102634,mambo,3,mambo,S,prep
4102636,mambo,3,mambo,S,conj
